degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
B.Sc Information Technology,Software Engineering,6.3,Second Class,3,2,1,5,1,0,4,3,2,0,0,4,1,3,3,3,5,2,3,5,Database Management; Cybersecurity,Database Administrator
B.Sc Information Technology,Software Engineering,7.3,First Class,2,0,0,2,0,2,1,1,1,0,0,5,5,3,5,3,5,3,3,5,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.23,First Class,4,3,3,2,2,2,1,0,2,0,0,2,2,2,2,3,5,4,3,4,Software Development,Software Developer
B.Sc Computer Science,Software Engineering,8.23,First Class,3,1,0,3,5,5,0,1,0,1,0,2,2,2,4,3,3,4,2,3,Web Development; Software Development; Machine Learning,Web Developer
B.Sc Information Technology,Web Technologies,8.82,Distinction,2,2,1,2,1,2,1,0,2,2,1,5,4,3,4,4,3,4,3,4,Cloud Computing; Artificial Intelligence,Cloud Engineer
BCA,Software Engineering,7.53,First Class,5,3,1,3,1,1,2,2,4,5,5,4,1,2,4,2,4,3,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,6.64,Second Class,2,1,0,4,1,1,4,2,4,1,0,2,1,0,2,5,4,3,2,4,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Cloud & Security,8.01,First Class,5,5,4,3,1,1,1,1,3,0,1,2,2,2,5,3,5,3,2,4,Software Development; Cloud Computing; Web Development,Software Developer
B.Sc Information Technology,Data Science,7.16,First Class,3,1,1,1,5,5,1,1,0,0,0,2,2,3,2,3,4,4,3,3,Web Development; Software Development,Web Developer
B.Sc Information Technology,Web Technologies,6.17,Second Class,3,2,1,2,0,2,2,1,0,1,0,5,3,4,4,3,4,5,2,3,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Software Engineering,7.56,First Class,3,1,3,3,1,2,0,1,3,1,0,1,4,5,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.55,First Class,4,0,0,5,2,2,4,5,4,1,0,2,0,1,2,3,4,3,2,4,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Information Technology,7.56,First Class,5,2,3,4,1,2,2,2,3,5,5,4,2,2,2,3,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.76,First Class,2,4,3,3,2,3,0,0,1,0,0,2,1,0,3,4,5,5,4,4,Software Development; Machine Learning,Software Developer
B.Sc Information Technology,Software Engineering,7.02,First Class,4,5,2,3,2,3,1,0,2,1,0,2,2,1,4,3,5,4,3,4,Software Development; Cloud Computing,Software Developer
B.Sc Computer Science,Web Technologies,8.87,Distinction,5,3,3,4,2,2,2,0,4,5,5,4,1,2,2,3,5,3,4,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,8.28,First Class,3,1,2,4,1,2,0,1,0,0,0,3,5,5,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,7.28,First Class,3,2,0,2,1,2,0,1,1,1,0,4,4,4,2,3,3,4,3,5,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Software Engineering,7.83,First Class,5,3,3,2,0,1,1,2,4,3,5,4,2,2,3,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.75,First Class,2,1,0,4,2,0,5,4,4,1,0,2,1,0,2,5,5,4,2,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Cloud & Security,6.05,Second Class,3,0,3,3,2,1,1,1,1,0,0,2,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.89,Second Class,4,0,1,2,0,2,2,1,0,0,0,4,2,4,4,3,4,4,3,5,Cloud Computing,Cloud Engineer
BCA,Web Technologies,6.83,Second Class,2,1,3,3,2,3,0,1,2,2,0,2,4,5,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.53,First Class,5,1,1,3,1,1,3,2,3,5,3,3,2,0,3,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Cloud & Security,7.81,First Class,5,2,0,4,0,2,3,3,5,5,4,4,2,1,5,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Software Engineering,7.1,First Class,4,0,1,4,1,0,4,4,3,1,1,3,0,1,3,5,5,3,2,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Information Technology,Software Engineering,6.18,Second Class,3,2,1,4,3,4,1,1,2,1,0,2,2,3,4,3,4,4,2,3,Web Development; Software Development; Cybersecurity; Artificial Intelligence,Web Developer
B.Sc Computer Science,Information Technology,7.68,First Class,5,2,0,4,1,2,3,1,5,5,3,4,1,1,5,4,4,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Data Science,6.5,Second Class,2,2,0,4,2,0,1,2,3,1,0,2,4,3,3,3,3,2,3,3,Database Management; Web Development; Cloud Computing,Database Administrator
B.Sc Information Technology,Web Technologies,8.03,First Class,2,0,0,5,1,1,4,4,4,3,0,2,0,2,1,3,4,3,2,5,Data Analysis; Database Management; Web Development; Cybersecurity,Data Analyst
B.Sc Information Technology,Software Engineering,8.04,First Class,4,3,5,3,2,3,1,1,1,0,1,2,2,2,5,3,4,4,2,3,Software Development; Artificial Intelligence; Data Science,Software Developer
B.Sc Information Technology,Web Technologies,7.14,First Class,2,1,1,1,5,5,1,1,1,1,0,2,2,2,3,2,5,5,2,3,Web Development; Software Development; Data Science,Web Developer
B.Sc Information Technology,Software Engineering,7.54,First Class,5,3,1,4,2,2,3,2,3,5,4,3,0,0,4,4,4,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Web Technologies,7.08,First Class,2,1,0,2,0,2,1,1,1,0,0,5,3,2,4,3,4,4,4,4,Cloud Computing,Cloud Engineer
B.Sc Computer Science,Software Engineering,6.95,Second Class,5,4,5,3,1,3,2,1,2,1,0,1,2,2,2,4,5,4,3,4,Software Development; Machine Learning,Software Developer
BCA,Web Technologies,7.04,First Class,5,1,2,4,1,3,2,3,3,4,5,3,2,2,4,2,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Software Development,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.76,First Class,4,0,0,2,1,2,1,2,0,0,0,5,4,4,4,3,3,3,3,3,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Information Technology,8.14,First Class,5,3,3,2,0,2,1,2,2,4,4,5,2,3,4,4,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Information Technology,6.13,Second Class,5,5,2,3,1,1,0,0,2,1,1,2,2,2,5,3,5,5,2,4,Software Development; Database Management; Cloud Computing,Software Developer
B.Sc Information Technology,Data Science,5.88,Pass,3,2,3,3,3,1,1,1,3,1,0,2,4,5,3,3,4,3,2,5,Cybersecurity; Cloud Computing; Data Analysis; Software Development,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,6.42,Second Class,1,2,1,5,0,1,4,2,3,1,0,3,2,2,1,2,3,4,3,5,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Software Engineering,7.1,First Class,3,2,1,3,2,2,0,1,2,0,0,2,5,4,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.8,Second Class,4,2,0,2,5,5,0,0,1,0,0,3,2,1,4,4,4,4,3,3,Web Development; Software Development; Machine Learning,Web Developer
B.Sc Information Technology,Data Science,5.83,Pass,2,0,0,5,1,2,4,4,3,2,1,2,1,1,1,5,4,3,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Cloud & Security,6.96,Second Class,3,1,1,1,1,2,0,2,1,1,0,5,4,4,2,2,5,5,2,4,Cloud Computing,Cloud Engineer
B.Sc Computer Science,Information Technology,7.37,First Class,3,2,1,5,1,1,2,2,1,1,0,1,3,2,3,2,4,3,4,5,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Information Technology,7.95,First Class,3,3,3,3,1,1,2,2,2,2,0,3,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,8.24,First Class,4,3,3,4,1,1,2,3,4,5,4,4,2,0,4,4,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,5.96,Pass,1,3,1,4,1,1,3,1,3,1,1,2,2,3,1,2,3,3,2,3,Database Management; Data Science; Web Development,Database Administrator
B.Sc Information Technology,Software Engineering,5.88,Pass,2,1,0,3,4,5,0,2,1,2,0,2,3,2,3,2,3,3,2,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Software Engineering,8.05,First Class,3,1,3,3,2,2,1,1,2,1,0,4,4,5,4,3,4,3,3,5,Cybersecurity; Cloud Computing; Database Management; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Data Science,6.7,Second Class,5,2,1,3,1,1,4,4,5,5,4,2,0,1,3,4,5,2,2,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Web Technologies,7.75,First Class,2,2,1,5,1,1,2,2,2,1,1,4,3,1,3,3,4,4,4,4,Database Management,Database Administrator
B.Sc Information Technology,Web Technologies,6.12,Second Class,3,1,0,3,2,0,4,3,2,0,0,3,0,2,2,4,4,3,2,5,Data Analysis; Database Management; Web Development,Data Analyst
B.Sc Information Technology,Information Technology,7.9,First Class,5,3,2,3,0,2,3,2,4,5,5,4,3,1,4,3,4,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Computer Science,Cloud & Security,7.96,First Class,3,2,1,4,5,4,1,1,2,0,0,1,2,0,4,3,4,4,2,4,Web Development; Software Development; Data Science,Web Developer
BCA,Web Technologies,7.13,First Class,5,2,4,1,2,2,0,2,2,0,0,1,1,2,3,3,5,4,4,3,Software Development; Database Management,Software Developer
B.Sc Information Technology,Web Technologies,7.88,First Class,2,1,0,5,1,1,3,3,3,1,1,2,1,0,3,4,3,3,2,4,Data Analysis; Database Management; Web Development,Data Analyst
B.Sc Information Technology,Information Technology,8.81,Distinction,5,2,1,4,1,0,4,3,4,4,4,1,2,0,4,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Computer Science,Cloud & Security,6.58,Second Class,3,3,1,2,5,5,1,1,1,1,0,2,2,2,2,2,5,3,2,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Data Science,6.02,Second Class,0,3,0,5,1,1,3,3,2,1,0,4,3,2,2,3,4,3,3,3,Database Management; Machine Learning,Database Administrator
B.Sc Information Technology,Web Technologies,7.03,First Class,3,2,1,1,5,5,0,1,0,0,0,2,2,3,5,2,3,4,2,4,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Information Technology,7.77,First Class,3,1,0,5,0,1,4,3,3,0,0,2,1,0,1,4,3,4,3,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
B.Sc Information Technology,Data Science,8.66,Distinction,4,1,0,2,5,5,1,1,1,2,0,3,2,2,5,2,5,4,3,3,Web Development; Software Development; Data Science,Web Developer
B.Sc Information Technology,Web Technologies,7.74,First Class,3,1,1,5,0,0,2,3,2,0,0,4,3,3,2,3,3,3,3,3,Database Management; Artificial Intelligence,Database Administrator
B.Sc Computer Science,Cloud & Security,7.6,First Class,3,2,0,2,5,5,1,0,2,2,0,2,2,2,5,2,4,4,3,4,Web Development; Software Development; Database Management; Data Analysis,Web Developer
B.Sc Information Technology,Web Technologies,9.16,Distinction,5,0,1,2,1,0,4,3,5,5,3,2,2,2,2,4,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis,Data Scientist
B.Sc Information Technology,Cloud & Security,5.61,Pass,4,3,3,2,1,3,2,1,4,5,4,5,0,1,4,2,4,4,4,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,9.02,Distinction,3,3,3,3,1,2,0,0,1,1,0,3,5,5,1,3,5,3,2,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,7.12,First Class,3,2,2,3,2,1,0,0,1,2,0,3,5,5,3,3,5,2,4,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,7.61,First Class,2,2,0,3,1,2,4,5,5,2,0,3,1,0,0,4,5,4,2,4,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Software Engineering,6.27,Second Class,5,3,1,4,1,1,2,3,3,4,5,3,1,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Information Technology,Software Engineering,6.83,Second Class,5,2,0,2,1,1,2,4,5,5,4,2,1,0,4,3,5,2,4,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
B.Sc Information Technology,Data Science,7.38,First Class,5,2,4,4,1,3,2,2,4,5,5,5,2,2,4,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,7.45,First Class,3,2,1,2,5,4,1,0,0,1,0,2,2,2,4,3,4,4,2,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Cloud & Security,7.93,First Class,3,4,4,1,1,1,1,1,2,2,0,1,3,2,4,3,5,4,3,4,Software Development,Software Developer
B.Sc Computer Science,Information Technology,7.01,First Class,4,5,4,2,2,3,1,1,2,1,0,1,3,2,3,4,5,4,3,5,Software Development; Artificial Intelligence,Software Developer
B.Sc Information Technology,Web Technologies,6.24,Second Class,4,2,3,1,2,3,1,1,3,1,0,3,5,5,3,4,4,2,2,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.89,Second Class,2,1,1,5,1,1,2,2,1,1,0,3,2,2,3,4,5,4,3,4,Database Management; Web Development; Data Analysis,Database Administrator
B.Sc Information Technology,Information Technology,6.48,Second Class,4,3,4,3,2,3,1,0,1,0,0,2,2,1,3,3,5,5,3,4,Software Development; Data Science,Software Developer
B.Sc Information Technology,Cloud & Security,6.49,Second Class,3,2,2,2,1,1,1,1,1,0,0,5,4,3,3,3,4,4,4,5,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Software Engineering,7.88,First Class,4,3,3,4,1,1,1,2,2,5,5,5,3,2,4,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,8.27,First Class,1,1,0,4,2,1,3,5,4,0,0,1,0,2,2,5,4,2,2,4,Data Analysis; Database Management; Cloud Computing,Data Analyst
B.Sc Information Technology,Web Technologies,8.46,First Class,4,3,4,5,1,2,1,2,3,5,4,4,2,3,4,3,5,4,2,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
BCA,Information Technology,7.74,First Class,1,0,0,4,0,2,4,4,3,2,0,2,1,1,3,5,4,2,1,5,Data Analysis; Database Management; Data Science,Data Analyst
B.Sc Information Technology,Cloud & Security,7.28,First Class,3,2,1,2,2,1,0,0,1,0,0,5,4,3,4,3,4,4,3,5,Cloud Computing; Data Analysis; Database Management,Cloud Engineer
B.Sc Information Technology,Data Science,6.61,Second Class,4,3,2,5,1,1,3,2,3,5,4,3,2,2,5,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Web Development,Data Scientist
B.Sc Computer Science,Web Technologies,8.31,First Class,3,1,0,3,1,2,0,2,0,0,1,5,4,1,4,3,4,4,4,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Software Engineering,8.69,Distinction,4,0,1,3,2,0,3,1,4,5,4,1,0,0,4,4,4,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Web Development,Data Scientist
B.Sc Information Technology,Cloud & Security,7.12,First Class,3,1,0,3,5,5,1,1,1,1,0,2,3,0,4,4,4,4,1,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Web Technologies,6.1,Second Class,4,4,4,3,2,3,0,1,3,2,0,3,2,2,4,2,5,4,4,4,Software Development; Web Development,Software Developer
B.Sc Information Technology,Cloud & Security,7.79,First Class,2,0,1,4,1,0,4,4,4,2,1,1,1,1,2,3,3,4,2,5,Data Analysis; Database Management; Software Development; Cloud Computing,Data Analyst
B.Sc Information Technology,Data Science,7.37,First Class,2,3,2,3,2,2,1,1,0,1,0,5,4,3,4,3,5,3,4,4,Cloud Computing; Data Analysis,Cloud Engineer
B.Sc Information Technology,Data Science,6.28,Second Class,4,3,1,2,0,2,2,3,3,5,5,3,0,0,4,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
B.Sc Information Technology,Data Science,7.57,First Class,1,1,1,5,1,1,3,2,2,1,1,4,3,3,3,3,3,3,4,4,Database Management; Artificial Intelligence; Data Science,Database Administrator
B.Sc Information Technology,Web Technologies,7.57,First Class,4,4,3,3,2,4,2,0,2,1,0,1,1,2,4,4,5,4,2,3,Software Development; Web Development,Software Developer
B.Sc Information Technology,Cloud & Security,7.59,First Class,5,2,0,4,2,1,3,2,5,4,3,3,0,1,4,5,5,2,2,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
BCA,Information Technology,7.85,First Class,3,2,0,4,5,5,1,0,1,1,0,2,0,2,5,4,4,4,2,4,Web Development; Software Development; Data Science,Web Developer
B.Sc Information Technology,Software Engineering,7.8,First Class,2,2,0,5,1,1,3,2,2,1,0,4,3,4,1,3,4,2,3,4,Database Management; Cloud Computing,Database Administrator
B.Sc Information Technology,Information Technology,6.95,Second Class,5,3,3,3,2,2,0,0,5,5,4,4,2,2,3,3,4,4,2,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.13,First Class,1,0,0,1,5,3,1,1,2,1,1,0,1,1,4,4,4,4,2,2,Web Development; Software Development; Cloud Computing,Web Developer
B.Sc Information Technology,Web Technologies,7.99,First Class,3,1,2,3,4,5,1,0,1,1,0,3,1,1,4,2,4,4,1,4,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Web Technologies,7.49,First Class,5,4,3,4,1,2,2,2,2,3,5,4,2,1,3,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,7.4,First Class,5,2,0,3,1,0,2,3,5,5,4,4,0,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Information Technology,Data Science,7.66,First Class,3,4,4,2,2,3,0,1,1,1,0,2,3,0,4,3,5,5,3,4,Software Development; Data Science,Software Developer
B.Sc Information Technology,Software Engineering,6.02,Second Class,3,1,1,2,1,0,0,1,1,0,0,5,2,3,5,2,3,4,3,4,Cloud Computing; Artificial Intelligence,Cloud Engineer
B.Sc Information Technology,Web Technologies,8.03,First Class,5,2,2,2,1,1,3,2,5,5,4,3,2,1,4,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Web Technologies,7.68,First Class,3,2,1,2,1,2,1,2,2,1,0,5,3,2,4,2,4,4,3,3,Cloud Computing,Cloud Engineer
BCA,Software Engineering,8.0,First Class,5,3,0,3,1,1,1,2,5,5,4,3,0,1,4,4,5,2,2,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cybersecurity,Data Scientist
B.Sc Information Technology,Web Technologies,7.48,First Class,3,2,0,4,2,1,4,3,4,3,0,2,0,1,3,5,4,4,2,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
B.Sc Information Technology,Web Technologies,8.1,First Class,2,1,0,3,1,1,4,4,3,1,0,3,1,1,3,4,4,3,1,4,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Web Technologies,7.35,First Class,2,3,1,5,1,0,3,3,2,2,0,3,3,3,3,2,5,3,4,4,Database Management; Cloud Computing,Database Administrator
B.Sc Information Technology,Information Technology,8.15,First Class,5,2,3,4,1,2,1,2,2,5,5,4,0,0,4,3,4,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,5.97,Pass,2,2,3,2,0,1,1,1,2,1,0,3,5,3,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
